index,tweets,label
3317,"@YasMarianita El caso es, esa mujer trans suena a que es de las que dice que alguien es ""tan solo"" travesti.",NP
3318,"Estos últimos 2 días he visto y recibido comentarios horribles por parte de un buen de personas que sólo con VERME asume que yo soy la enemiga de la mujer.

Créanme, no lo soy. Si una mujer trans como yo amenaza los url están perdiendo el bosque por mirar el árbol.",NP
3319,"Acá contexto url

Chequenlo todo. La historia trans está más o menos en el minuto 7 :(",NP
3320,"@vulvalamera Soy mujer trans y no me quiero “cortar el pene” 🤷🏼‍♀️

Es bien normal de paso. La cifra de mujeres trans que pasan por operaciones generales es baja, como del 23% 

Recomiendo nomás.. pues no sé, una informadita o dos del tema antes de asumir cosas pue.",NP
3321,"Mujeres trans según Netflix USA / 
Mujeres trans según Netflix LATAM url",NP
3322,OYE @VictorMasT @Ayto_Tulum ¿Ya sancionaron a los ASNOS de policias que tienen y que arrestaron a una pareja Gay en tu Municipio por besarse en via pública? #STOPLGBTFobia 🏳️‍🌈 url,NP
3323,"De paso, hay un buen de lugares donde hay defensa legal válida para asesinarnos siempre y cuando el asesino se hubiera sorprendido al enterarse que eres trans. 
Es una causa aceptada de “demencia temporal”.

Le llaman “trans/gay panic” 

url url",NP
3324,"RT @Saadev: Oph o.o que es un intersexual? &lt; Hay gente que no se identifica (o presenta) ni como niño o niña. 

Mira url",NP
3325,"#Sucesos Jamel Myles, el niño que se suicidó tras revelar que era gay url",NP
3326,@PatacoinsTV @cenartmx Animales trans. LISTOS.. EXPLICADO.,NP
3327,"LOL como hay tantos medios haciendo análisis del gabinete/equipo de Biden y casi casi que lo único que saben resaltar es:

“Es negro”
“Es una mujer”
“Es una mujer trans”",NP
3328,"@Jiseland Mis mejores looks en la vida son con cabello corto. Pero porque trans, NUNCA en la vida lo he tenido largo y a cada rato pienso “bueno apenas desquites la gana vuelves al corto” 

PORQUESOMOSASÍ url",NP
3329,"Uno debe pelear por las causas que cree, a pesar de las descalificaciones del tipo ""abortista"", ""joto"", ""mariguano"", ""chairo"", ""pluri""...",NP
3330,"Escuchen el Podcast del programa que hice, ""Si Yo Fuera Gay"" 
Solo den Click en el Link, espero lo disfruten #LGBT url",NP
3331,"Y en sus sueños eróticos, el Escritor Fantasma se encontró con su amado Zapata, en un cogidón muy revolucionario. Dos cabrones, mitad humanos y mitad demonios, espíritus fantasmales capaces de lubricar por los siglos de los siglos, amén” pag.22 novela gay TU SANGRE POR MI VIDA. url",NP
3332,"El mejor actor cinematográfico de muchos años con o sin Premio Ariel, está maravilloso y genial @ponchohd en @elbailedelos41 Hay que tener mucha disciplina interpretativa para lograr una creación sublime e inolvidable. Bravo 👏 y otro chingón @ezuritab Denuncia gay represiones url",NP
3333,"@28Toad @catpow3r La queja de muchos era más bien que contraten a un hombre actor. No una mujer. El papel era de un hombre trans, bien pudo un Chris Evans hacer el rol.",NP
3334,"Asumir la responsabilidad de la interpretación de la homosexualidades sin tapujos ni miedos, ampliamente creativos y valientes por algo nominados por sus actuaciones @alfonsoherrerar @ezuritab @ponchohd en una denuncia vivida y sufrida @elbailedelos41 Rebeldes de la historia Gay url",NP
3335,hoy la veo pero me caga. Es una peli del drama que hay para la gente transfóbica alrededor de alguien Trans url,NP
3336,"Lo que más rabia me da de las feministas radicales transfóbicas de Okupa Bloque Negro -quienes llevan DIAS tratando de comprobar su “los trans violan”- es que varias mujeres trans cooperaron con dinero para la okupa 
Y ese si.. lo aceptaron feliz.",NP
3337,Gay Pride Mx City. @ Zona Rosa México D.F url,NP
3338,@DivisionDeAriza Thor hasta trans acabó siendo,NP
3339,"Pregúntale a un hombre Trans si el tomar testo los hace más calientes.

Aunque, no por tener hambre hay que comer. url",NP
3340,#Entérate Indigna ataque a pareja gay en Kiev url,NP
3341,"Exige @UDJ_MX a @GobiernoJalisco @FiscaliaJal que se active la alerta ALBA y los protocolos correspondientes por la #desaparicion de dos mujeres trans en Zapopan.

@botDesaparecidx @FundejD @PorAmorAEllxs @LaAlamedaJal url",NP
3342,"Lloraron, patalearon, gritaron, se quejaron, hicieron pancho.

Y no detuvieron a ninguna mujer trans de ir a un baño/vestidor de mujeres, o de ser mujer.

Así como no nos detuvieron de hacer deporte, o de ir a miss universo, o ir a la UNAM.

Solo le gritan a las nubes, neta.",NP
3343,"Por que luego les ENCANTA a los medios tradicionales hacer estos didácticos paneles ""balanceados"" donde invitan a una persona radical anti-derechos (y le validan su mensaje)

... Para discutir temas súper banales como ""¿es okay tener amigos travestis?""",NP
3344,La deuda histórica hacia las poblaciones trans. En hora buena. url,NP
3345,"@eTorreMolina en el caso del disfraz, hay eventos de ""travestis y sus esposas"" por culpa de este estigma en caso url",NP
3346,"Se viene este Noviembre del 2022
Trans Pride 2da Edición. 

Espéralo!

#TransPrideEcuador
#OrgulloTrans
#OrgulloTransEcuador 

Para más información oficial de #TransPride 
Visita url url url",NP
3347,"¿Sospechas que tu pareja es homosexual? Sal de dudas con @RocioSAzuara en @La3EnDiscordia, hoy a las 6:30 pm por @UnicableOficial #FelizLunes #TodosSomosUnicable #La3raEnDiscordia url 📺🍎 url",NP
3348,"Conoce a fondo la historia de Morgana, cantante transgénero de ópera en el 35 Foro de la Cineteca: url",NP
3349,En entrevista @ivantagledurand habla sobre las exigencias de la #MarchaDelOrgullo en la #CDMX y la reciente aprobación en BCS para lograr una verdadera #JusticiaSinDiscriminacion 🏳️‍⚧️ hacia las identidades trans y la prohibición de los #ECOSIG pues no hay #NadaQueCurar 🏳️‍🌈 url,NP
3350,CONAPRED -siempre chulo- se posiciona a favor de los derechos trans para menores 👇🏻 url,NP
3351,"Hay cosas que sé de mi futuro novio:

Es comediante y de preferencia no guapo.

No quiere tener hijos. 

AMA la vida.

Le vale que sea vegana y “loca”.

Trabaja el mundo y no tiene mucho tiempo, me deja hacer mis cosas y yo las url

Hasta ahí voy ¿Qué agregarían?",NP
3352,Senado pone candados a maternidad subrogada y deja fuera a parejas homosexuales url vía @Pajaropolitico@,NP
3353,"Aumentan crímenes de odio contra transexuales, dice con @lopezdoriga @ahaasp de @CONAPRED en @Radio_Formula #TeleFormula #LopezDoriga",NP
3354,¿Qué busca un casado en una relación homosexual? @silviaolmedo te espera hoy en la última repetición de @MindSexTV a las 2 pm por #Unicable #FelizLunes #MINDS3X 📺🔥@quiquegaldeano @davidallegre @DrJuanjoDuque url,NP
3355,"Raymundo Valadez organizador de la Marcha del Orgullo Gay, acusa al alcalde Eduardo Olmos de homofóbico.",NP
3356,"@ekoke @elAngelini El japonés tiene pronombres neutro, sin género y no binarie. 

Es en las lenguas romance como el español que la gente dijo “ah si, este objeto (mesa).. ES ELLA. FEMENINA. 
LAS MESAS SON .. ELLAS” y luego decidieron ponerle género a todo y declarar el masculino es la base.",NP
3357,"@kimopali Como nota al margen. Esto es TAL CUAL el como una se siente al ser trans.

""Oye me llamo Ophelia"".. ""si, Señor Mauricio"" EVERY SINGLE TIME.",NP
3358,"@karlamotte para mí, ser Trans me hace MÁS vulnerable. Por qué ni siquiera las mujeres me dan apoyo y sororidad.

/@odioodiarr",NP
3359,"Confieso, a veces se me van las cabras y arranco a dudar si chingos de gente que conozco son trans y solo no me lo han dicho.

Igual y si. IGUAL Y SI.",NP
3360,"@Alexia_2012 me han corrido de iglesias por ser Trans. Con agua en la cara. ¿Conjunto?
/ @OrgulloLGBT @abelazcona @lachikiteka @SalvadorNop",NP
3361,"@EriitheD Sin mencionar que la candidata transgénero es LEGALMENTE mujer. El gobierno lo reconoce.

Así que literal es como discriminar por raza. ""Solo acepto mujeres DE CIERTO TIPO acá""",NP
3362,"@ladyhitchcock @julie_neuhouser @IovanyX3 Yo tengo 37 y no he pasado por cirugía genital. Y creo nunca lo haré. Todo boni, no es parte obligatoria del ser mujer o mujer trans.",NP
3363,"Las personas pueden ser públicamente transfóbicas porque saben que ya no pueden ser tan públicamente homofóbicas, pero lo hacen con el apoyo abierto de muchas personas gays y lesbianas conservadoras. 

No hay #orgullo sin la T. #TransEsBello",NP
3364,"Amé esta foto de @Pepetoga 

Es de ""¿NETA no sabias que soy trans? 
.. 
acaso, ¿qué lo delató?"" url",NP
3365,¿Me arrepentí de ser trans? Nuevo video en mi canal 👉🏻 url url,NP
3366,"@DrManuelGarrcia En actuación hay varios nombres también, locales y extranjerxs, en música sobran, en escenario también. En comedia standup se acaba de hacer un show como con 9 nombres trans acá en México.

Y de hecho.. Que no les conozcas DEMUESTRA el porqué se necesita que se nos de lugares.",NP
3367,@FikiViro Obviamente súper closetero,NP
3368,"@Dana_Corres @JemoCruz De hecho, se le acredita a la bióloga Dana Leland Defosse en 1994. 

Ligar todo lo queer al abuso sexual es un viejo truco para seguir estigmatizando a nuestras poblaciones, Dana. 

🔗: url url",NP
3369,27. Siempre he querido escribir una novela erotica homosexual,NP
3370,"@Mar_Velasquez1 @darkmoonselina @LaDamaArpia Nono, a quien se pide no bloquee la testo es a las mujeres que NO son trans que les va bien.

Fue la historia de Caster Semenya. No es trans, pero tiene testo naturalmente alta y le iba muy bien. Naturalmente no se puede que una mujer brille entonces decidieron bajarle la testo.",NP
3371,"Mike Sam, All American de Missouri y uno de los mejores prospectos a la NFL, confesó ser homosexual.",NP
3372,"@johanmonsta ya se. La discutí en mi ultimo video. Me ENCANTA la peli, me choca no usaron a una chica trans para el papel.",NP
3373,"Chingos de mujeres lesbianas son súper travesti, viven vidas de modos muy masculinos y te dan la mano y dicen ""hola soy Juliana"". Me gusta. url",NP
3374,"#AquíCasual tratando de averiguar si mis plantitas son macho, hembra, bi, gay, pansexual o LGBTTHPWY y hasta la Z #ParaBautizarlas",NP
3375,"@lapizzlazzulli mira, el papa acaba de mencionar que la gente Trans somos la aniquilación del hombre :( url",NP
3376,"No entiendo a los hijos,
se transforman en #DragQueens #Gays #Hipster #Emos #Punks #Trans #bi #chavosbanda #activistas etc. y se abochornan o les da pena cuando a uno se le antoja bailar en el centro comercial con su canción favorita 🤷🏼‍♂️#Por?",NP
3377,"Encapuchadas, con bates, consignas sincronizadas. ¿Escuchan en el video la amenaza con choques eléctricos?

¿Quien creen estas radicales transfóbicas que somos las mujeres trans, para que vayan tan armadas y preparadas para la violencia? Tiranosaurias Rex? url",NP
3378,Hermanas trans asesinadas en México desde que inició campaña de discriminación y odio del @FNxFamilia . url,NP
3379,"@brujasdelmar @iriisbt @khuriel @tv_yazi ^_^

Me quedé pensando que conozco a muy poquitas mujeres trans que sean activistas en Veracruz. En general.",NP
3380,¡El público asegura que @FiorellaBian se ve mejor vestida de novia! ¿Tú que opinas? url #MIVAC url,NP
3381,#LoMásLeído » Bautizan a hija de pareja gay en Coahuila url,NP
3382,".@INE_Oaxaca y el @IEEPCO presentan del Protocolo Trans para las #Elecciones2018⁠, el objetivo es adoptar medidas tendientes a garantizar a las personas #trans el ejercicio del voto en igualdad de condiciones y sin discriminación. url",NP
3383,"@Jiseland Las tías: ¿COMO CARMENCITA MIJA??

Mentiras esas cosas no pasan. Las tías lenchas closeteras esas que “vivieron con su amiga toda la vida y nunca se casaron” se quedarán closeteras PARA SIEMPRE.",NP
3384,"Sigo un poco tocada del corazóncito de lo amable que fue hoy @Ana_Torroja conmigo.
Gracias, por pasar y hablar del tema Trans, ana.",NP
3385,@Cesar_Cheshire Seh. Conozco a varias personas trans padres y madres.,NP
3386,Negar adopción a pers del mismo sexo pq menor se volverá homosexual se derrumba so vemos q pers LGBTI crecieron en hogares heterosexuales,NP
3387,Lo Queer es como el Tao.,NP
3388,"Toda mi admiración, respeto y cariño a Kenya Cuevas, directora de @CTiresias, quien lucha por los derechos humanos.

Como ella dice, la muerte de su amiga y hermana Paola Buenrostro sirvió para sembrar esperanza en las mujeres trans y hacerlas visibles. 🙌🏻 url",NP
3389,"@xsoyxnxscxx Exacto. Lo dices como si fuera problema. 

Ahí mismo dice su cartel, los hombres trans también abortan.",NP
3390,"@Garciajosedo El drag es amor.

Y eso estás haciendo. Te estás drag-eando (nomás que de modo digital). Y todo boni con hacer tu drag.",NP
3391,Me dio mucho gusto saludar y platicar con activistas y representantes del Colectivo Trans de Tehuacán y Sierra Negra. Desde el @senadomexicano seguiremos legislando a favor de los derechos de todas las personas. url,NP
3392,Hay gente que quiere prohibir los tratamientos hormonales y.. ¿ustedes CREEN que esa ciencia se inventó para la gente trans? 👇🏻 url,NP
3393,#LoMásLeído  » Anette Cuburu habría revelado que el esposo de Inés Gómez Mont es bisexual url,NP
3394,@Samcoorona * se viste en su outfit de lencha multi-generacional *,NP
3395,"""Hay un momento en el que uno tiene que tratar de entender al otro, aunque el otro sea un monstruo"". Sigue leyendo la crónica aquí ⬇️url",NP
3396,"@darkmoonselina Creo me comuniqué re mal. No era un ataque a la gente trans. Literal es un ""oigan, acá también dejen de joder""",NP
3397,"@LaTortilleriaQ ¿cual vagón de gays? no hay vagón de gays. Eso es el punto.

/@InmujeresCDMX",NP
3398,"One of Ford’s New Male Models Is a Woman (ojo, no es trans, es una chica que se viste MUY BIEN de guey) url",NP
3399,"url*

-----
* lesbianas (conversas, platinum, trovadoras, cualquiera), bi, pan, ace, hétero, gay, queer, plus y demás.",NP
3400,"Y 5) aquí encontramos a gente anti-trans (incluyendo a esta gente gay y lesbiana cis de ese grupo nefasto) que impulsan la falsa idea de que en la comunidad LGBTQ+ buscamos agregar la «P» de “pedofilia”. No existe tal intención desde Sociedad Civil. 

url",NP
3401,"Wow. Hoy aprendí qué hay gente (incluido RuPaul) diciendo que el drag, un espacio TAN bonito de expresión y TAN body positive, ahora resulta que “solo es de hombres” :(

Chequen -&gt; #MyDragIsValid url",NP
3402,"Vimos bicis, vimos motos y en la calle muchos jotos! Feliz cumpleaños Julio!
@ElPersonalmex sonando en @MAXIMA1067FM @Rockporlavida",NP
3403,"¿Están listos para la fiesta travesti más increíble del año? ¡Nosotros sí! E¡s hoy!con @CROM_MAGAZINE llega ""Que trabaje Rita"" a México",NP
3404,"Si su problema más grave en los feminismos es que una morra trans fue al 8M y ocupó el color rosa..

No pues que delicia de vida.",NP
3405,"Jeh. Chicas trans que hablan de su ""Pitoris"" o ""Pene de chica"", las amo.
Me dan esperanza de las dinámicas de aceptación de nueva generación",NP
3406,@JurassicDude es una muy poco popular opinión. De hecho en USA en algunos estados quieren criminalizar el acto de gente Trans en el baño,NP
3407,"@Le_Dudette @La_blahblahblah @chuchamalafucha Añado. Esta cuenta NUNCA ha tuiteado nada de Juárez. Solo lo han hecho.. para quejarse de las personas trans. 

Pero bueno, UNA es la que se apropia de cosas.

En fin. url",NP
3408,"@honeystarla es verdad. Pero para lo trans, cuerpo es suuuuuper importante. La obsesión siempre es cuerpo cuerpo cuerpo cuerpo",NP
3409,@hora_estrella @yosoyrobcavazos @Valerozavera @pia_watson @FernandaTosky si si si y super si. A una escritora trans le debería de super mover #RotterdamMX,NP
3410,"""Buscamos tener equipos multi, trans e inter - disciplinarios."" - Dra. Alda Roxana Cárdenas @DistritoTec #TecInvestiga",NP
3411,"Creo que hay que dejar el espacio para que la gente reconozca, se retracte y aprenda.

Igualmente, las disculpas no tendrían que venir con los “recibos” de lo que hacen por la comunidad agraviada, para restregar. 

Así se lee, @lydiacachosi. #Gaslighting 
url",NP
3412,Soy fan a morir de las chicas transgénero que son modelos de moda -&gt; @ZoeJoffre @MarFerArmenta ⚡️ url,NP
3413,Se de muchos que ni lo arrancan. La TRH no es ser Trans. url,NP
3414,"Que cansado es ver que cuando ya no venden o no están tan presentes, le pican al botón de HAGAMOS UN MIERDERO CON LA GENTE TRANS y ¡PUAM! Explota su presencia mediática.

Es como nuestra KK Rowling. O algo así. url",NP
3415,La historia de la novela gay mexicana TAL COMO SOMOS url vía @YouTube @OrgulloLGBT @AndyZuno @FerdinandoVal @JoaquinBondoni @UsaEmilio @AvalosAle  @diegodeericemx @juliangil @MarcheloCordoba @archielafr @Raucoronado @osoriojua @ligardesebas #CorreVideo,NP
3416,#soyhomosensual #marchalgbt #gay #mexico #df @ Glorieta de la Palma url,NP
3417,"Acá de nuevo, sospecharon era trans o que no se veía “lo suficientemente mujer” url",NP
3418,"@freddier Seh pero.. * drops trans-disciplinary related jargon terms here and there *

... y así",NP
3419,"@Ezniter Creo que, de los 10-12 arquitectos que conozco a calidad personal.. 7 son gay.",NP
3420,@LeviMenduet @pat_suquet Pasa Mel as bu bis paquete sake leche y cal oz otro. Esta fácil.,NP
3421,"@alessandro_o_d no ser trans. No se vale decir ""trans"" y ""normal"" (por que ser trans es normal) o ""trans"" y ""biologico"" (no soy cyborg)",NP
3422,"En que son invisibles o la gente dice que no url Plutón, Tlaxcala y la gente Bisexual son amigos.",NP
3423,"Están pasando el programa ése de ""El Gordo y La Flaca"" mientras armo la presentación. Una pregunta: ""La Flaca"", es hombre?, vestida?.,.",NP
3424,"📰 El primer festival de arte Drag en Tampico será cancelado; Lorena Herrera era la invitada especial a este show en ExpoTampico.

Así lo informó uno de los promotores mediante una publicación en sus redes sociales.  Skin Drags Fest sería el 20 de agosto en Tampico.",NP
3425,"@silnersessian @brujasdelmar Del otro lado, Muchas personas trans a veces buscan “maximizar” su “expresión de género” ya que hay TANTA gente que nos niega ser quienes somos.

Acá una rad quejándose de una mujer por su grosor de ceja ya que las mujeres “tienen estándares de look/apariencia” url",NP
3426,@MissCabronaVIP @neshudo Soy mujer transgénero —&gt; url,NP
3427,Hola bebéurl que me tarde una hora para vestirme pero ya estoy lista 🌺 A poco no somos todas! 😉 Vestida de @lizminelli_mx #LizMinelli url,NP
3428,@bonitaperversa El mero hecho que no sepas si hay o no hay día del orgullo hetero COMPRUEBA el por que se necesita un día para celebrar la visibilidad trans (y un día del orgullo LGBT+),NP
3429,"@verozco no se, yo salí en público y siento que los que no dicen es por cómodos. Para ellos ser gay es ser menos y le temen. Me da rabia.",NP
3430,"Por fa, gente Cis que vaya al 8M. Ocupen el rosa (o la bandera BISA).

Es el modo que nosotras las mujeres trans sabemos donde es seguro.

Cuando vas a la marcha una morra de negro puede ser o tu mejor amiga o potencialmente te va a golpear con bat. 

AHÍ, ver el pañuelo ayuda. url url",NP
3431,"¿Ya te enteraste?
Desde hoy, todos los jueces deberán amparar a las parejas homosexuales que deseen casarse: @SCJN",NP
3432,@monotypebug Que de paso.. la terapia hormonal no se inventó NI DE LEJOS para las personas trans.,NP
3433,#Entérate Suspenden al sacerdote que se declaró gay url url,NP
3434,"@Cindy_Aparicio Decía una mujer atleta: “cuando te va bien.. te van a culpar de ser hombre”

A Caster Semenya.. que NO es trans la obligaron a tomar medicina por que era “muy buena naturalmente” url

A Leonel Messi le celebran que tomó hormonas para crecer.

Es misoginia pura",NP
3435,"@zorroconlentes @fana_lpz Yeap. No saben. Y de sospecharlo, se desdoblan para no admitirlo.

Por eso SIEMPRE arrancan negando. “No son homofóbico peroooo [ homofobia ]”

Los fundamentalistas religiosos JURAN que “a las malas” nos están salvando a las personas trans del mal.

Y así",NP
3436,Acusan a mujeres q defienden derecho a decidir d abortar; a quienes promueven matrimonio igualitario d ser gays. Honor q me digan mariguano.,NP
3437,"Mikel: “Voy a respetar el derecho de todos, PEEEEERO...” los gays y las mujeres que decidan abortar NEL 🙄🙄🙄🙄 #DebateChilango",NP
3438,"Suena a exageración, pero es real que en medicina nos dan a minorías un peor nivel de cuidado/atención ya que por meros cerrados de cabeza cometen MIL errores de medicina.

Siendo trans, existe el meme que hasta los brazos rotos los culpan a tu transición. url",NP
3439,"EEEEEEEEEEP

Abigail Thorn (Philosophy Tube).. es mujer trans 🥰 url",NP
3440,Me cae que hacer drag no es barato.,NP
3441,@esdelesbianas @SafoLesbo Pues es que ya de entrada dijo “un trans”. Eso ya asume que no soy mujer.,NP
3442,"@MCMusguito En una época literal podía contar cuánta gente trans conocía.

Hoy en día ya somos tantas personas que es de .. wuta jajajaja

No es queja. Es problema feliz.",NP
3443,Je. Wow. ¿Los del camión naranja ese anti-trans? Fotos dándose besos con una chica trans. url,NP
3444,@MaoCavazos @quiquegaldeano @udem Tengo un mega pendiente de organizar una fecha en el parian con el señor don modelo trans y lobo más guapo del norte y del sur y del centro del país @fxarjona,NP
3445,"@levhita ¿sabes que está Bieñ complejo? Los baños Trans los pidieron mujeres Trans

/@Botiz @CriSzis",NP
3446,"Aunque se vista de draga, hetero privilegiado se queda 🙄 url",NP
3447,"@albasarajevo1 Nadie:

Absolutamente nadie:

Persona transodiante: “pues he estado pensando mucho acerca de cómo sería acostarme con una persona trans.. acá mis conclusiones”",NP
3448,Death Note en Netflix es un desmadre. Llevo 10 minutos de verla y Light ya no es gay.,NP
3449,"@honeystarla mucho. AUNQUE muchoooos chicos Trans son gay y ahí van con ""sé más masculina"" jajajajaja. Jodidos.

/@Alkoriz @senorita_0",NP
3450,"Activistas por los derechos de las personas trans: el ""autobús de la libertad"" lleva mensaje transfóbico y de odio url url",NP
3451,"Hoy me volvieron a decir “transformer”.

Compadre, eso es un halago.",NP
3452,"Y luego.. ¿saben quien fue el que introdujo el cambio a Miss Universo para que puedan concursar mujeres trans?

Exacto. DONALD TRUMP.

DONALD TRUMP fue menos misógino que Miss Colombia en este tema. url",NP
3453,"Oh vaya, ^_^

perdió ante los tribunales el caso anti-trans de Keira Bell (la antivacunas antiderechos del Reino Unido que las trans excluyentes mencionan cada dos días) url",NP
3454,"Yo solo digo que más divertido los días de la invisibilidad trans. Pues, pa' hacer maldades. #TDoR url",NP
3455,"@maurismos Como que siempre me siento alien y rara.

Y me consta yo les causo raro también. En una época, tiro por viaje conocía a algún chico de la G y me escribía para preguntar si no era que el era mujer trans y no hombre gay. Qué como sabría.",NP
3456,"“La química cerebral durante el enamoramiento es distinta en la relación heterosexual que en la relación homosexual”, Presentación del libro ‘Amor y desamor en el cerebro’, del Dr. Jaime Eduardo Calixto González, finalizando la #FELSalud2018 url",NP
3457,"Repasando fotos, sigo impactada con lo guapas que son las mujeres trans en Colombia. Esto es: url url",NP
3458,"De nuevo. TODAS las medidas para excluir a las personas trans afectan más a la gente que no es trans.

Crearon una app “solo para mujeres” que escanea “estructura ósea” para verificar si puedes registrarte mujer.

Adivinen qué está sucediendo? Que chingos de morras no encajan. url",NP
3459,"@PazkualG Seh. El problema más cabrón de los chicos trans es invisibilización por cultura. La gente CREE que trans = chicas.
/@soyalemendoza",NP
3460,"Creo que mal interpretaron el tema (nada raro en prensas). Aquí parece ser un: no le digan ""madre"" a los papás embarazados (hombres trans). url",NP
3461,"Súper congrats!! 

Oye @CriSzis checa esto, es un súper primero para lo que hace Danna y neta, &lt;3 Trans power url",NP
3462,"@natydtls falso.

Solo piensa en esto:
FTM que pasa = Hombre.
FTM que no pasa = Lesbiana.

Tu CREES que hay pocos FTM, son chicas butch.",NP
3463,"@LIBERARTELGBT sin mencionar miles de personas que transicionaron y simplemente no tienen motivo para aceptar son trans.

/@natydtls",NP
3464,@JavierArroyo_ @RoadandTrack es como de homosexuales tipo Nascar :/,NP
3465,"Lana y Lili Wachowski. Las hermanas trans que crearon The Matrix, Cloud Atlas, Sense8 y otro sinfín de bonitas producciones que si no conocen, cierren Twitter y vayan a ver url",NP
3466,"@AntBogarin ""cuando una mujer le pega a su pareja (hombre, asumo), es machista o feminista""?

O hablas de un hombre trans?

/@pepefuentes",NP
3467,"🏳️‍🌈El Senado holandés respaldó este pasado martes por una gran mayoría un proyecto de ley que protege a las personas transexuales e intersexuales y prohíbe legal y explícitamente su discriminación en todos los ámbitos, incluido el laboral.🏳️‍🌈
➡️url url",NP
3468,"@maru_emelexista discriminación es que te intenten violar por qué ""es travesti, le gusta""

:@ValerieVainilla @NATACHA265",NP
3469,"Hay un muy triste BOOM en entrenadores acosadores y violadores en ligas femeniles.

Pero el “save women’s sport” es.. esfuerzos para sacar a las SEIS atletas trans del deporte femenil.

“Salvemos el deporte femenil”, por medio de recalcar las mujeres somos menos que los hombres. url",NP
3470,Sabiduría Drag👇🏻 url,NP
3471,El Papa Francisco compara a las personas trans con armas nucleares url url,NP
3472,“Reino Gay y Lésbico de las islas del Coral” es un muy bonito nombre para un antro gay ultra joto. url,NP
3473,"LOL las TERF todas maquilladas y peinadas diciendo que su queja con las personas trans REALMENTE es porque le entramos a esto de los roles de género.
Doble LOL cuando le dicen cosas así a la gente no binaria.

¿Saben que es confrontar roles de género? Vivir una vida queer.",NP
3474,"@Saidmoraales @AgustinLaje Ah es que es más básico que esto. Ellas no ven “hombre” o “mujer”. Ven “vulva” y “falo”.

Los hombres trans tienen vulva. Listos.",NP
3475,"Este próximo Sábado 29 de SEP, la actriz transexual española @gasconcarlos será reconocida con el premio ORGULLO DE MI CIUDAD de la comunidad LGBTTTI en @cabaretito La recordamos por sus participaciones en la película Nosotros los nobles y en series como El señor de los cielos. url",NP
3476,"Hace unos ayeres grabé un comercial para un show donde se hablaba de gente trans. 
DOS talentos (actores) me dijeron “voy a hablar mal del tema para ver si me vuelvo viral, no es contigo”.

Luego de eso, ya le bajé mil a la queja contra “lo que dicen/dijeron” la gente mediática.",NP
3477,"@vanessazambotti Y luego.. si obligas a la gente trans a competir “en la categoría de donde nacieron” entonces AHÍ SI pones a hombres contra mujeres.

Siempre se les olvida qué hay hombres trans. url",NP
3478,"@anag_g A mi solo me salta el hecho qué hace años hay mujeres trans en

- educación
- ciencia
- comunicación 
- música
- fuerzas militares
- moda
- gobierno

Pero no fue sino hasta Miss Universo que salieron EN FORMA de abajo de las rocas A BER A BER A BER QUE ES ESTO QUE ESTÁ PASANDO.",NP
3479,"Ayer se aprobó en el pleno por unanimidad una iniciativa que presenté el periodo pasado, que adiciona un artículo 10 Bis y se reforman diversas disposiciones de la Ley General para la Prevención Social de la Violencia y la Delincuencia, con el objeto de que se incluya a url url",NP
3480,"Te invitamos conozcas como en la #CDMX trabajamos por el trato igualitario, eliminado la discriminación @COPRED_CDMX url",NP
3481,"@marianismorales @trendt00 Mira, la REALIDAD del cuento es que Justo POR SER TRANS.. no importa cuanto me arregle, la gente se va a poner idiota y escandalizar. Medio mundo me va a decir ""hombre"". 

Vale gorro arreglarse pa' cualquier tema de validación externa/entrar a una ""norma""",NP
3482,"Gente bonita, recuerden: el pedo MÁS cabrón de la gente trans, más allá de la baja expectativa de vida, o la disforia.. Es el sentirte en soledad.

Hoy en #TdoV (y en general, pero en especial hoy) díganle a alguien trans o LGBT+ que tiene compañía. 

Y neta.. Denle un abrazo.",NP
3483,"@Montsysa Básicamente tienen una misión de NO PENES. Y ya.

Mujeres trans? NO! Tienen falos.
Mujeres Bi? NO! A veces están con falos.
Mujeres hétero? NO! Siempre están con falos.

Y honestamente no sé cómo se soluciona esa caray.",NP
3484,"Es muy bonito ver como los comentarios en las notas que mencionan a la gente trans cada día son menos tóxicos.

La neta. Si llena el cora. Todavía hay uno que otro pendejo, pero es que antes TODOS los comentarios eran dolor.

.. gracias, de verdad. url",NP
3485,"¿Se acuerdan de nuestro argumento gay de ""si no te gusta el matrimonio homosexual, no te cases con alguien de tu mismo sexo""? Pues bien, amigays, ahora pueden aplicarlo en ""si no te gustan las relaciones abiertas, no tengas una"" y fin ☝🏼😌",NP
3486,100% a favor de la adopción gay! Solo para que lo sepan!,NP
3487,"De paso. Todo el mundo sabe que la orientación sexual (bi/pan/hétero/gay/etc) te llega en una carta sellada con sello de cera a los 18 años y un día.

Es prohibido saber antes lo que dice la carta ya que la cera demora mucho en hacer, y por eso es que “con los niños No”",NP
3488,Buscará transexual Alcaldía de #Saltillo url,NP
3489,"Mi opinión al cabo de ayer fue, al fin de cuentas no hay como determinar quién si es “más mujer trans” o “menos mujer trans” que alguien.

El personaje de casa de las flores me recuerda a mi primer mes de transición.

url",NP
