,index,tweets,label
3101,2300,irenevaldivia muy diferente ser trans que tranza digo yo pero bueno ojala este tema sirva para hablar mas acerca de nacionalizar las leyes de cambio de nombre y genero,1
3102,2301,ojala asi fueran con los pronombres de la gente trans las mujeres trans son mujeres los transgenero noo las mujeres transgene los transgenero url,1
3103,2302,enterate cmf exige sancion contra cidh por avalar cambio de sexo y matrimonios gay url,1
3104,2303,que triste copia a leelah alcorn y se suicida pequenito chico trans ftm de anos por abuso familiar deja nota url,1
3105,2304,si es una nina trans pero en su estado no hay cambio de genero en documentos y no la dejan usar falda si pasa url,1
3106,2305,historia real como me la paso hablando de mi show roja y soy trans es sumamente comu n que asumen mi show es como stripper me he encontrado muchas veces aclarando esto,1
3107,2306,maestra transgenero continuara proximo ciclo escolar url escuchanos en cd guzman fm url,1
3108,2307,las personas transgenero transexuales intersexuales o no binarias mayores de anos residentes o trabajadoras en la alcaldia cuauhtemoc podran solicitar un apoyo de mil pesos para el consumo de bienes basicos asociados al cuidado de la salud url,1
3109,2308,cada que voy a un espacio activista pienso en y recuerdo a agnes torres mi guia del cora trans y por quien hago lo que hago en esto de lo lgbt,1
3110,2309,presidente de la republica llamando maricon al candidato opositor url,1
3111,2310,lo triste es que quien se opone a la ley trans de documentos es el partido feminista en conjunto con los grupos de ultraderecha y anti lgbt ya por favor ya url,1
3112,2311,no saben como ando pegada con las noticias de la morra trans que va a recibir transplante de utero url,1
3113,2312,saben van tantas feministas radicales trans odiantes que me dicen que la explicatriz viene de que como es vato obvio se dedica al mansplaining y como que ya no veo el termino bonito ando dando vueltas a que podria ser un reemplazo de nombre de escenario pero nada llena,1
3114,2313,whaajajaja ya escucharon el ultimo audio de mi programa si yo fuera gay espero que les guste y se diviertan url,1
3115,2314,emperador gay falta de autoestima y amor propio alimentado por la inseguridad que otorgan la redes sociales y la idea de que si un logro no puede verse desde lo digital no tiene valor,1
3116,2315,solo voy a dejar aqui un poco de renata altamiran la nueva chica trans de la familia chulas en mexico url,1
3117,2316,segun ellos no chingos de religiosos me dicen que estamos interpretando mal que el papa es pro gay etc etc url,1
3118,2317,pina friki yo siempre me he identificado pansexual bisexual y lesbiana en flujo pues supongo eso podria ser una polisexualidad tambie n pero si ademas demisexual,1
3119,2318,agnes fue quien me enseno que lo mejor que se puede hacer con el tema trans y con la diversidad es traerlo a flor de piel decirlo gritarlo hacer que la gente sea quien tenga que lidiar con lo tuyo no tu url,1
3120,2319,jmazpiroz husseinforzan kameo network andysola selene pauluna cordova sports mariamiamors capibeltran luis el furby fer gay se cruzaron unos mezcales ese diurl,1
3121,2320,como dice neil harbisson todos somos naranjas ni blancos ni negros ni gays ni heterosexuales todos somos iguales happypride,1
3122,2321,rt dfcultural ddt el abc de la teoria queer url micgenero gonyz galverdi,1
3123,2322,confirmo tortugas y o mariposas trans culture url,1
3124,2323,cambien trans por judios o por homosexuales y relean el tuit url,1
3125,2324,exe bin para mujeres trans y los hombres trans tu solucion no escala nadie va a pagar por hacer banos por que no podemos educarnos,1
3126,2325,mujeres trans queremos solucionar un pequeno misterio si de favor nos ponen aca su respuesta url,1
3127,2326,ser desempleado migrante gay pobre creo que he comido mas en este camino que en mi url url,1
3128,2327,si soy amiga marica ya url,1
3129,2328,matiasmatilda mati ven a mexico anda aqui hay tremenda fiesta trans donperroberto corrobora acaba de llegar,1
3130,2329,recuerden que en la revista gqmexico de noviembre hablo de temas sexuales homosexuales e historicos que no se entere don porfirio diaz porque no le va a gustar,1
3131,2330,ordenan avalar matrimonios entre homosexuales los detalles con erikcamachotv por forotv de cv de sky y url,1
3132,2331,los pasivo son menos hombres usar tacones no es de hombres aprendamos a respetar todas las expresiones de lo gay url,1
3133,2332,admiten a modelo transexual canadiense en concurso de miss universo url,1
3134,2333,wow si de acuerdo dejen de investigarnos cada semana fa cil me llegan dos o tres estoy escribiendo un articulo investigacion libro obra novela y hay una persona trans o hablo del tema trans pero no se nada de nada te puedo invitar a un cafe para url,1
3135,2334,zegfred dado que hay homosexualismo en epocas egipcias griegos romanos y hasta pinturas rupestres que senalan a ser de parejas del mismo sexo pues diria que es totalmente falso mas bien parece que hay gente homosexual desde que hay gente,1
3136,2335,yadeth isaac asi con lo identitario por mi me parece espectacular siempre y cuando no me obligue a mi a ser bi y lesbiana a su paso la diversidad es espectacular,1
3137,2336,revistaproceso diputado del partido verde llama jotos a hombres que bailan entre si url,1
3138,2337,slurp slurping clefenby hecttoressau nop el nivel de testo en mujeres trans es menos que el de una mujer cis literal anti doping tomamos bloqueadores de testosterona,1
3139,2338,pobre pobre pitufina urgen mas mujeres en la villa bueh o a lo mejor predominan los pitufos gay o bi,1
3140,2339,esta bien pero primero tengo que entender la naturaleza de ese encuentro ella esta operada y segun yo la almohada era completamente asexual alguien me engano jajajaja url,1
3141,2340,mi novela gay la escribi para que la disfrutes no es negocio no esta en librerias yo la distribuyo interesados contactarme url,1
3142,2341,le pica al boton furiosamente por que no salen hombres gays en ningu n lugar,1
3143,2342,yo solo voy a decir algo miss espana es la primera concursante a miss universo que nos dice que es trans no lo duden que en concursos anteriores paso una que otra en silencio aqui les dejo a random mujeres trans que modelan solo por que si url,1
3144,2343,llego la naviyaaj compra la mascada drag y ayudanos a seguir con nuestra labor por un mexico mas igualitario ademas participas en nuestro sorteo por un kit yaaj link de compra url mas informacion url url,1
3145,2344,alerosales quiquegaldeano its maky bitch xaviersotote pepe yteo seduceme mujer gerudito gwabi r manunisima aurorawonders pam sashaa trespacos lamasdraga paco del mazo eddgarciatrece seh no te preocupes en la t todo el dia nos excluyen de la comunicacion y si te quieres escandalizar de la invisibilizacion dime a cuantos hombres trans conoces de nombre en you tube son un chingo el tema es las marcas quieren difusion la audiencia ahi es la chamba,1
3146,2345,erosgarcia o tambien se le puede recordar que el movimiento lgbt lo arrancaron personas trans y hablar de las leyes trans ni sus luces por casi cuarenta anos url,1
3147,2346,esta bien horrible que luego bajo este mismo esfuerzo se la pasan cambiando pronombres de la gente trans,1
3148,2347,icev toors drella rbel les vale verga decir palabras en espanol mezclado con maya les vale gorro hablar pocho o portunol pero cuando se trata de incluir a mujeres y gente no binarie se ponen bienn cavernicolas lol,1
3149,2348,ariel urosas elsaruizcomica como sea no hay ningun modo correcto de ser trans pero eso si si lo haces por lo que dicen los demas pues yo llevo anos de hormonas e igual me lo dicen motivos endogenos busca motivos dentro de ti url,1
3150,2349,julio roli hay muchos chicos gay que acosan durisimo es verdad y lo super normalizaron,1
3151,2350,yo personalmente me estaba comprando las ideas transfobicas me estaba sintiendo culpable de ser trans me estaba sintiendo un monstruo por querer invadir y robar los espacios de las mujeres cisgenero url,1
3152,2351,yo si veria un remake del lobo del aire asi sea que todo el cast sean venezolanos musulmanes queer y el helicoptero ahora se llame el animal de caza deportiva sustentable del aire me vale me hace falta la serie,1
3153,2352,julie neuhouser hay que entenderlas ellas mismas dijeron que el feminismo no arropa ninguna causa excepto odiar la gente trans,1
3154,2353,milgoeshunting yo digo que se hagan gender reveals cuando la gente trans salga del closet misma fanfarria una fiestota familiar celebrando la salida regalo de la primera bandera polvo de colores del genero seleccionado incl generos no binarios,1
3155,2354,la agenda trans se esta aduen ando de todo la ideologi a de tic url,1
3156,2355,que como que no tenia una que transicionar para ser fan de la trans siberian orchestra carajo creo que meti las patas,1
3157,2356,me dispongo a felicitar a la marica url elan todo lo mejor no dejes de dar servicio a la comunidad ni de aventarnos tus rolas felicidades,1
3158,2357,irenevaldivia tecnicamente todo eso son modos de hacer obsoleta a la palabra gay de hecho por ahi recuerdo ver una entrevista muy ochentera a silvia rivera donde decia pa que dicen lesbiana si la palabra es gay,1
3159,2358,si las mujeres trans en el deporte tuvieramos una ventaja en el deporte seriamos campeonas competimos desde los nombrenme a seis medallistas olimpicas o seis mujeres trans campeonas seis mujeres top de su liga no que ganaron ese un partido campeonas que dominen,1
3160,2359,de que habla la gente genera polemica padre transgenero que amamanta a su bebe url url,1
3161,2360,nutrition xenia mx wanda imaginate este dilema con anestesiologia no por nada tanta gente trans acabamos muertas prematuramente por temas en con medicina,1
3162,2361,esta actriz confiesa haber estado enamorada de un travesti url url,1
3163,2362,noti minuto frente nacional por la familia anuncio movilizaciones contra matrimonio gay url url,1
3164,2363,redmarker pero eres hombre trans male to male marck pappas soyalemendoza pazkual g,1
3165,2364,aremeas nutrition xenia amoo super si millones de cosas que suceden de paso tambien al no ser trans pero trh y como que medio mundo en su campo anda de juat y es de como yo la you tuber sabe mas de esto que alguien que lo estudio da para preguntar en cuantas areas de la medicina sucede,1
3166,2365,transhumanismo del mas fino insisto que si aceptamos y le desarrollamos gozo a modificar el cuerpo mas no castigar lo que no es natural estariamos en otro lugar todo el mundo es trans todos modificamos el cuerpo de un modo u otro incluye lentes ropa tomar vino url,1
3167,2366,tengo dos tipos de amigas trans en instagram no es queja las quiero a todas un chingo url,1
3168,2367,nandochavez conapred pues es como hacer un concurso de hombres sin gente gay o sea puedes solo que es culero lol pero pues si supongo habra quien argumenta que los hombres gay son subnormales o cosas asi y que incomodan a la gente si lo super veo sucediendo,1
3169,2368,mer garza de seguro las mismas personas que les dijeron asegurense de decirle a todas las mujeres trans la palabra hombre si se puede haganlo varias veces al dia ese pendiente tambien lo traen me cae,1
3170,2369,oh wow esta historia una terf se va contra una mujer que no es trans pero como en su canal habla de dildos que son muy grandes para las mujeres de verdad entonces es trans en secreto chequen el hilo url,1
3171,2370,recuerdan ese roja cuando les decia que posible y el por que la gente religiosa opone tanto el matrimonio igualitario es por que pone en riesgo su sistema de celibato ya que chingos de personas de religion son gay bi de closet les comparto url,1
3172,2371,pinche banda trans es super sexy ya eso es todo,1
3173,2372,tapia fernanda fake plastik love ah pero no es sino que una proponga palabras nuevas al idioma como amigue para trabajar el concepto de generos no binarios y te tildan de idiota,1
3174,2373,asi se vive el espectaculo de burlesque pussy queer desde la noche de la sororidad en el parque de la bombilla tiempo de mujeres dia de la mujer url,1
3175,2374,hola yanirebrana manana te veo en para hablar de mujeres emprendedoras quisiera me cuentes de las mujeres trans de metcommunity d,1
3176,2375,bob patino travesti listo para netflix url,1
3177,2376,sof j segundo causalidad quien dijo que hormonas ergo lesbiana por biologia igual y hormonas gt disnormativa gt cuestionamientos formacion gt salida mas facil del closet estoy machacando cosas aca pero nomas pa encontrarle hoyos a ese articulo se me ocurren otros,1
3178,2377,nomas para que calen como cada quien trae una relacion diferente con el grupo lgbt y de nuevo de eso se trata aca sylvia rivera quejandose que por que dicen lesbian gay si deberia de ser solo gay sin la l y luego por que lg y no gl url,1
3179,2378,inauguracion del foro por el reconocimiento de las infancias trans pugnan do por la progresividad en los derechos de humanos y por el libre acceso al reconocimiento de la identidad de genero en infancias trans url,1
3180,2379,teffyantonelita de hecho esta muy documentado que la trh es un invento psiquiatrico para invisibilizar lo trans gt url,1
3181,2380,kurai tsukino no se usa hace mucho tiempo por que es estigmatizarte y conociendo a un buen de personas intersexuales es re ofensivo url,1
3182,2381,alevardi segun tu logica tener cancer es fenomeno social dale find and replace a trans por negra y ve como suena,1
3183,2382,en la investigacion del dia de lab en los ultimos anos transexuales han sido asesinados en el pais por ivettessp url url,1
3184,2383,volveremos a reunirnos pronto con el genio de la camara joselbueno en foto vampirica del ring de mi novela gay tu sangre por mi vida url,1
3185,2384,video protestan con cadaver de transexual para exigir justicia sospechoso quedo libre url,1
3186,2385,el lobby gay es una salita super bien decorada con silloncitos que esta en la zona rosa donde puedes ir y sentarte un ratito a descansar de la heteronorma url,1
3187,2386,japonton a juanmapregunta internautas que han cometido infidelidad en redes sociales la mayoria son homosexuales,1
3188,2387,je oh wow quieren reemplazar el termino drag queen por trans stripper segu n para que el debate haga mas sentido viven en leleland estas personas caray url,1
3189,2388,me asombra no hay mas religiosos hablando de la alta actividad volcanica y la potencialmente albureable comparacion con la banda homosexual,1
3190,2389,celebran ingreso de mexico a grupo pro derechos lesbico gay de la onu url por la igualdad url,1
3191,2390,lo juro pienso menos de la gente cuando consistentemente se refiere a las mujeres trans como un trans peor si lo siguen haciendo cuando una les comenta,1
3192,2391,fer gay animo mi rey podemos con todo juntos chiquita,1
3193,2392,copy ninja es el dilema transodiante como no hay como comprobar genero siempre que hacen cosas pa excluirnos se excluyen ellas saquen a las trans del ban o acaban sacando a mujeres cis con cabello corto no ma s trans en el deporte acaban compitiendo mujeres cis contra hombres trans,1
3194,2393,comunidad lgbt celebrara el dia del orgullo gay de junio con actividades en torreon y gomez palacio,1
3195,2394,enterate madre de alquiler estafa a pareja de homosexuales url,1
3196,2395,joserra zuniga salvador za e torre molina nos volvimos lesbianas tan rapido que ni cuenta me di omg jajajaja,1
3197,2396,de verdad que no somos tantas personas trans como para que hagan tanto mierdero y nos anden culpando de borrar a la mujer,1
3198,2397,lucy miau o travesti y buen pedo que por motivos culeros pocos disenadores de zapatos hacen tallas grandes excepto en acrilico,1
3199,2398,no podiamos faltar al foro del dia internacional de la visibilidad lesbica porque estamos construyendo al interior una agenda para nosotras las lesbianas url,1
3200,2399,sigo sin entender la supuesta broma de un hombre se pone peluca o vestido es travesti entonces jajaja ubican como cuando pierden una apuesta y entonces de castigo te toca ser mujer,1
3201,2400,ah lesbianas quien no ha vivido amores asi de intensos tienen que ver barash chavas premio maguey url,1
3202,2401,pride de sofia es hora de asaltar a una draga planea malevolamente,1
3203,2402,ni hablar de los hombres trans y la gente no binarie,1
3204,2403,con el debate de los banos trans alguien puso una transmision en un bano jajajajajaja url,1
3205,2404,tambien junto a la presidenta municipal de puebla rivera vivanco y aliadxs de lucha inauguramos la placa que honra la memoria de la activista trans y defensora de derechos agnes torres sigamos construyendo con igualdad un pais libre de odio sin prejuicios ni discriminacion url,1
3206,2405,si algo he url si es politico anti gay es muy probable sea gay si dice el covid no existe es muy probable ya estuvo expuesto al covid en repetidas ocasiones si dice terf es un insulto es muy probable sea terf,1
3207,2406,miguel mery candidato del pri a la alcaldia de torreon acude a solicitar el apoyo de la comunidad gay de la url,1
3208,2407,torreon toda la vida me senti mujer chica transexual cuenta su proceso de transicion en saltillo url,1
3209,2408,ahh si la gente transfobica esa que intenta insultar diciendo cosas como eres transformer y a la par argumentan que se identifican como helicoptero les digo no brillan por su inteligencia,1
3210,2409,navarra fede le dudette mas bien haria la pregunta de por que esas mismas personas excluyen a los hombres trans del debate del aborto,1
3211,2410,agnes dirige mis animos de ser persona trans en publico es justo por ella que no paro con esto qepd url,1
3212,2411,bellos los quiero rafa suarez luis omar casas gayman gayboy gay followme instagay followgay tvhost actress celebrities playmate jounalist show dancer celebritiesofinstagram publicist party martesdeganarseguidores url,1
3213,2412,espectaculos si soy un poco gay james franco url url,1
3214,2413,y ya los veo no que queri an que los trata ramos de compan ere y no binarie quien los entiende y yo solo pienso si no pueden distinguir aca que mas les quedara grande a estas redacciones llenas de gente que estudio periodismo,1
3215,2414,romel glam ecklipsys te puedo decir con fe de experiencia que no sufres para mi es un privilegio publico ser trans,1
3216,2415,este ano me he enterado de amigas trans asesinadas a golpes y ni la policia le intereso investigar prioridades maskota maltrata animales,1
3217,2416,el prdmexico busca que transexuales y transgenero que no hayan cambiado su identidad sexogenerica ante inemexico voten en estas elecciones,1
3218,2417,oph y mty es rudo para lo lgbt pues aqui searsmexico le prohibio el bano a una chica trans y la retuvieron hasta que ella se orino,1
3219,2418,en espera de que vuelvas y tal vez vuelvas por mi by visionary rebel callme drama queen comback style bloggerstyle gaypride gay photographylovers manunisima simplementemanunna shinebright url,1
3220,2419,dccomics confirmo que el personaje gatubela es bisexual url,1
3221,2420,lesbianas del twitter unanse nos ayudan recomendandonos con sus amigas andenle si nosotros tanto que las queremos lt,1
3222,2421,aszel queen mujer trans sigue siendo mujer suenas transfobico a morir aqui,1
3223,2422,ubican que las terf se aliaron con politicos conservadores antiderechos vealas aca literal dandoles un ya nos fuimos contra las trans ahora nos ayudan con esto del aborto y estos senores de no obvio no url,1
3224,2423,mx wanda nutrition xenia este caso es mi favorito la gente intersexual son unas joyas de temas de estudio cuando descubres que ni la genetica ni los genitales tampoco son binarios te das cuenta que nomas son cuentos que mucha gente se creyo y que hay que rehacer todo url,1
3225,2424,derechos y conquistas lesbianas feministas consigna de la marcha lesbica frente al caballito url,1
3226,2425,y es tan facil como decir no esta dentro de mis interes o alcances pronunciarme en tal sentido asi las audiencias sabran que si y que no pedirles o contar con uds porque la burla o los chistes como ahora quieren que les drags terminemos con la inflacion etc no abonan nada,1
3227,2426,cuando me dicen vestida a veces url que pedo quieren que salga a la calle sin ropa hace fri o chingadamadre url,1
3228,2427,rt oph course los transfobicos es la fobia a los transformers lt exacto decepticons,1
3229,2428,la verdad yo creeria que si la uni es de ciudad y cosmopolita no hay problemas en ingenieria es donde hay mas mujeres trans hasta donde se juzgando por experiencia asi que muy posible alla el camino esta mas pavimentado,1
3230,2429,srita lejarazu si el gobierno le dio el lujo a mas mujeres de un vagon solito yo quiero uno para mujeres trans y eso dirian todos,1
3231,2430,smoncadat asotransnor juay no marketing jajajaja ok no retiro lo dicho bien por ellas ojala luego entren chicos trans,1
3232,2431,gran diurl de esta manera elliot page anuncia que es un chico trans y que esta totalmente feliz actualmente se prepara para la temporada de the umbrella academy todo el amor a elliot page url,1
3233,2432,ha habido maricones toda la historia del mundo paquitasalasps pride pridemonth orgullo lgbtq en mexico city mexico url,1
3234,2433,cindy aparicio les puedes preguntar donde estan las campeonas trans si tanto dominamos llevamos mas de anos en el deporte y ni una top en ninguna practica pero no les importa salen con la famosa noticia falsa de fallon fox en el ranking url,1
3235,2434,tras intentos de extorsion la youtuber nikkie tutorials se arma de valor y habla sobre su pasado y la transicion de genero que hizo a los anos unews todos somos unicable feliz martes url,1
3236,2435,vaya por fin aceptaron que las restricciones hormonales por genero en el deporte no tienen sustento cientifico hay hombres y mujeres que no son trans que tienen el mismo nivel hormonal yo se que hay gente que jura solo los hombres tienen testosterona por biologia no es asi url url,1
3237,2436,no se si sabian que rechazaron a personas trans del evento del zocalo de un violador en tu camino asi que se esta haciendo esta convocatoria gracias xochquintero por compartir les late ayudar con un rt o ir andan convocando a la gente disidente de genero y brujxs d url,1
3238,2437,la ley trans es necesaria pero hay que anadir este punto que si tu has maltratado acosado violado asesinado a una mujer no puedas declatarte mujer trans y asi evitamos que puedan acceder a carceles de mujeres url,1
3239,2438,janell monae causa revuelo en redes al declararse pansexual url,1
3240,2439,no sabia que significaba ser trans averigualo con daniellemx hoy a las pm por unicable oficial oph course morganna love vico volkov cronicas de impacto todos somos unicable feliz miercoles url url,1
3241,2440,opinion mvs hipocrita e irracional decision de que ejercito de eeuu ya no aceptara transexuales leon krauze url,1
3242,2441,last dragon mx si se identifican como transexual y no travesti bien es solo una identificacion,1
3243,2442,el candidato a la alcaldia de torreon raul sifuentes acude a la plaza mayor a dar su apoyo a la comunidad gay,1
3244,2443,dood milan seh el tuit si te fijas mi tuit original solo evidencio no llama a accion de nada mucha banda se puso de que menlo en la hoguera y pues no no es la idea y del otro lado se puso el tema trans en la mesa y te digo algo va hablemoslo que salga todo,1
3245,2444,alevardi okay te la compro don t be so aggressive pero quiero entiendas esta persona esta diciendo que horror gente trans en escuelas,1
3246,2445,lo mas impresionante de toda la discusion belinda y las trans odiantes es que muy seguramente belinda ni se ha enterado del desmadre su cuenta seguro la llevan en agencia que luego la contrata quien sea lleve su comunicacion y por alla a veces le diran todo bien en twitter,1
3247,2446,norberto rivera cuestiona propuesta de matrimonio homosexual url,1
3248,2447,si un hombre trans de nuez ese pedo de a no le damos chamba a los actores trans b contratamos mujeres para papeles de hombres trans y hombres para papeles de mujeres trans de todos modos prefiero se haga mal la labor de inclusion a que no se haga baby steps supongo url,1
3249,2448,segun la gente odiante si yo voy a las olimpiadas automaticamente voy a ganar en todas las categorias femeniles mero por ser mujer trans nomas hoy opte por jugar videojuegos de nada pueden tener sus competencias bosteza quizas en las otras olimpiadas me animo,1
3250,2449,una tragica perdida para el mundo del teatro terrance mc nally escritor de master class el beso de la mujer arana y frankie y johnny fallecio hoy debido al covid hombre alegre felizmente gay brillante y siempre cerca de mexico de todos nosotros con su trabajo,1
3251,2450,misoginia como que no quieren ser hombres y nadie habla de los hombres trans clasismo y por que he de pagarle a alguien su cuidado medico que trabajen transfobia te puedes operar lo que quieras seras lo que naciste lupe tiene implantes extensiones usa lentes url,1
3252,2451,confirmo la gran mayoria de los problemas trans no tienen nada que ver con ser trans sino con que mero existimos y la banda se ahoga en un vaso luego hacen tremendo zafarrancho ultra violento y luego nos culpan url,1
3253,2452,los dos son gays url que raro url,1
3254,2453,en el siglo y gobernantes que se promocionan ocurren situaciones inverosimiles policia detiene a mujer trans la obligan a raparse y vestirse como hombre url,1
3255,2454,las personas transgenero mas famosas del mundo url lt del mundoo mundiaal uf so wow,1
3256,2455,tonny ramguez hornet espanol netflix lat casa flores tv seh la queja aca mas bien es de chinngos de viejas trans actrices que no les dan chamba ni de vieja trans mas o menos pero sip entiendo tu punto mil millones,1
3257,2456,mexico hoy dia internacional del orgullo gay lee url url,1
3258,2457,anabaquedano y mira noo me des cuerda con el tema de las grasas trans love wins acepta todas tus grasas trans is greasy beautiful,1
3259,2458,natsukigamer es la bandera trans asi solita la estoy usando como cobija cc criszis pero la puedes conseguir en rainbowland aca en la cdmx eliza sonrisas hace nada la uso como vestido lt url,1
3260,2459,asi es ser una mujer bisexual contado en primera persona url,1
3261,2460,ser transgenero es una condicion biologica no padecimiento mental especialistas url,1
3262,2461,josseline aguilar dedica su participacion a samantha flores primera mujer transexual en mexico quien nos acompana entre el publico no elegi ser una mujer trans solo tuve suerte escrituray diversidad sexual url,1
3263,2462,lo mas lindo es una actriz trans lt,1
3264,2463,especiales lsr indigenas y homosexuales dos veces discriminados url,1
3265,2464,copy ninja halia sol khuriel okay ya en gastos el chiste completo se pone su sombrero de standupera si su nombre es en ingles y o es la version corta de un nombre de poeta de hace siglos o epico capitan de navio de la era del imperio frances o se llama mateo es hombre trans,1
3266,2465,xanarchyterf asi las cosas en la diversidad hay de todo yo me cae que soy trans mayoritariamente por que tengo euforia aunque entiendo la disforia muy bien,1
3267,2466,mujer de james rodriguez se defiende de los que la llaman travesti url url,1
3268,2467,mm divacel iamfcojacome no estamos o al menos yo en contra del negocio de las ganancias que pudiera generar un concurso de drag lo que no me parece congruente es que se apoye ese programa cuando ha demostrado que le vale la homofobia y o transfobia que pueda ocasionar,1
3269,2468,apchavira icev y por supuesto que la rae respeta los si vamos a descalificar arbitrariamente wikipedia yo voy a descalificar a la gente que insiste no hay personas de genero no binario y que las mujeres son inferiores al hombre no lo se rick es la rae pobrecites no saben de ciencia,1
3270,2469,y recuerden si tanto les molesta que la gente trans vaya a sus banos y vestidores estoy recibiendo dinero para no ir al vestidor que me digan por cada mxn que me depositen a mi pay pal no ire a su vestidor o bano que me digan por un dia,1
3271,2470,adolf rj tal cual piensan que ser trans es algo negativo,1
3272,2471,katherine soy tabs sebaselvira a mi me encanta todo esto la transicion no es una competencia de belleza y dicho y hecho sebas tiene un chingo de videos donde habla de no ser trans y vivir non binary cosas bonitas de la diversidad pues,1
3273,2472,ozkolivares scarlett pixl urgen imagenes trans medios,1
3274,2473,luoshi ymnw dale caro you tube caro es hora de pedir dias libres de trabajo por ser intersexual lo mismo la gente aspie esos tambien tienen sindrome y son enfermos enfermos,1
3275,2474,ya van varios videos que veo de gente furry quejandose de como es que esta bien permitir a la gente trans en sociedad y en los medios pero que alguien se ponga un fursuit para andar por ahi esta penado el futuro va a ser espectacular url,1
3276,2475,les juro que en vez de clase estamos viendo un anime de ninas lesbianas que se agarra las nalgas y solo hablan de calzones dafuq,1
3277,2476,sktch una url para los adictos al celular ajajaja raquelgarzac barbaraig vestida de wi la juanfrese,1
3278,2477,dilaurentti cris en los s ser gay te voy a dar sida y mira como salieron adelante hoy el estereotipo de un hombre gay es culto guapo,1
3279,2478,me rebasa el hecho que miss universo detone tanta discusion del tema trans recuerdan cablegate la filtracion de documentos diplomaticos de los estados unidos que expuso a chingos de politicos y cambio la imagen de la guerra en iraq afghanistan exacto fue una mujer trans url,1
3280,2479,saul reche perra amargada una locura mujeres trans nbfobicas quejandose que la gente nb invade sus espacios y tienen su propia lucha literal dandole copy paste al libro de frases terf,1
3281,2480,trans y activista itzayana dejo chiapas en busca de mejor vida en la cd mx la mataron el domingo url,1
3282,2481,aca viendo este video y recordando que hay leyes por ejemplo en usa que permiten el asesinato de la gente trans si entras en panico al darte cuenta culpan a la persona trans de la discriminacion de la persona violenta url url,1
3283,2482,dxtr hay transgenero transvesti transexual transnacional muchas muchas cosas que puedes atravesar que se te asignan al nacer la verdad,1
3284,2483,que quiere decir esto que si te acercas como mujer trans te expones a que te bateen literal con bat url,1
3285,2484,justicia para catalina santos justicia para devanny el edo mex y guanajuato tienen una gran deuda con la comunidad lgbtq trans en particular en el acceso a la justicia y prevencion de crimenes de odio fiscalia edomex fgeguanajuato url,1
3286,2485,no es asi maricela es el mismo y unico concepto solo q ya no se discrimina a homosexuales por eso es igualitario url,1
3287,2486,disney presenta en una serie a su primera pareja gay url,1
3288,2487,shishanyu expo gdl corrio a una amiga trans de un bano durante campus a mi me ofrecieron contratarme para sexoservicio en la calle,1
3289,2488,fcoriestra faitelson espn otra pregunta existencial que es voz de marica,1
3290,2489,todos somos iguales ni siquiera incluye a las mujeres mucho menos a la gente no binarie digo,1
3291,2490,iarcosj ligafemenil mx wera kuri en este caso ella es chica trans pero parece la acusaron de toqueteo para bajarla,1
3292,2491,the nifel jijo te puedo hablar de chingos de mujeres trans que van corriendo al estandar de belleza opresor y lo defenderan a muerte,1
3293,2492,no me dicen pato mistaboo ahora gente asi de orate igual lo pensaria con o sin el trans en el nombre pero pues eso es mucho mucho muucho mas probable que mucha gente concluya que estas iniciando tu transicion no se como te sientas con eso por mi seria espectacular,1
3294,2493,ew te he de decir que la semilla de las clonas es gotas de lluvia jotas sobre la franja azul de un arco iris por eso el amor a megaman url,1
3295,2494,dricardo gr sabinaberman comparto aca evidencia de esas teorias que buscan sostener ese dia que laura en una platica en contra de las infancias trans llegaron a la conclusion que la gente trans somos un invento nazi url,1
3296,2495,jaqemate edouard renatapasiflora hay un personaje trans en un algo de kojima que me caga sea rumor y no lo digan asi de pues si y,1
3297,2496,guillermo vvidal palabras mas palabras menos es por que es una historia trans para gente cis no lo digo en mal pedo es solo la gente trans no fue target y por eso salto lo que si me quedo de esto es urge le den mas papeles cis a gente trans,1
3298,2497,hirjira se de gente trans que me anuncian soy trans y a los anos arrancan a tomar el primer paso de cualquier cosa estereotipicamente relacionada con una transicion hormonas etc,1
3299,2498,y si una es lencha url,1
3300,2499,faisirrito y danny lujan no se ponen de acuerdo si los transexuales deben participar en concursos como miss universe ya estamos al aire en mind sex tv feliz domingo todos somos unicable silviaolmedo url,1
3301,2500,transfobas la ideologi a de ge nero es imperialista que como que alguien puede ser de ge nero no binario son ideas extranjeras tambien transfobas defendamos el espan ol perfecto sin femeninos el de la real academia espan ola de espan a,1
3302,2501,nullkir holi yo me considero trans especie asi sea solo desde el transvestismo,1
3303,2502,es que cuando eres trans tienes que ir al mecanico cada tantos kilometros a que te verifiquen el fluido de genero url,1
3304,2503,bandita trans de jalisco chequen esta guia que hicieron en el iteijal para la proteccion de sus datos personales el cual es un derecho humano con el que contamos todes url,1
3305,2504,jeffrey tambor los calla en hebreo sheket b bakashah para hablar de los derechos de los actores transgenero toda yo feliz,1
3306,2505,soy martin marto para los cuates tengo anos casi hago estrategia creativa en redes soy mas gay que cualquier estereotipo en el que estes pensando amo a panchino viajar leer y patinar son mis cosas favoritas tengo un crush y lo sabe no estoy enfermx,1
3307,2506,esto es lo que necesitamos en este mundo hombres apoyando la comunidad trans y sin miedo i stan so hard im bad bunny thank you for your activism url,1
